Index,Hogwarts House,First Name,Last Name,Birthday,Best Hand,Arithmancy,Astronomy,Herbology,Defense Against the Dark Arts,Divination,Muggle Studies,Ancient Runes,History of Magic,Transfiguration,Potions,Care of Magical Creatures,Charms,Flying
229,Hufflepuff,Denise,Gerard,1998-10-14,Left,32576.0,923.0134733692576,6.429565336172399,-7.412813079634263,3.6,-263.6330359675032,105.75277457064902,5.641383899512283,1029.391797807889,3.9285326254636814,-0.9386824925857218,-245.74333,19.24
230,Gryffindor,Breanna,Begay,2001-03-24,Right,45793.0,775.7247253770539,-5.850387706637052,-4.948983579506496,5.395,-234.0294547318485,716.1834004114621,-4.0288313482353,947.5802995758966,1.5504621089129769,0.5769039918669374,-252.3468,151.62
231,Hufflepuff,Gilberto,Mattison,1997-04-04,Right,52220.0,685.2433681081831,,-3.4354216795679915,4.961,-337.175946062572,110.9011645984188,7.212378484136535,1043.519719463326,3.2138643163935074,-0.155434105901725,-242.72322000000003,-62.14
232,Slytherin,Scott,Comeaux,1999-01-28,Left,20471.0,84.14411092455963,-6.499765439478615,6.619698637106107,-2.587,-614.3981264275208,166.57135744168698,8.620109378152598,1060.4011836644663,12.621318995583842,0.8179309744998117,-245.15636,-107.39
233,Ravenclaw,Rosanna,Stull,2000-07-21,Left,48079.0,154.28334182423828,3.504713187885125,5.446417523900851,4.494,424.6610448179932,709.315687542449,6.0108040125562905,1054.204647271474,7.389975631009612,1.6050641122165816,-231.91796,-37.85
234,Hufflepuff,Lindsay,Bunting,1999-04-28,Left,27792.0,863.0607955987853,7.518916509409047,-6.409931473835273,6.715,-519.690041085096,276.0442024331222,2.5647044014040588,1040.8903360675672,3.7655653024572167,-0.5424094301450127,-242.21502,77.56
235,Hufflepuff,Lydia,Diamond,1999-05-17,Right,23061.0,938.2657049275685,6.231165326031853,-7.667950682257753,4.598,-185.70217090545864,141.11869686203383,6.201855665551291,1020.2343359436052,4.300142999362108,0.7337669219090479,-244.36499,29.9
236,Hufflepuff,Enrique,Wallen,2001-05-22,Left,40193.0,793.4315701432414,6.001477007163812,-5.245181673955809,6.166,-584.5051074500152,319.0336998868833,6.445897262071752,1047.6310585911338,7.24503625376955,0.4850774914597592,-241.77277,15.59
237,Slytherin,Quincy,Cramer,1998-10-14,Right,51040.0,136.6307628593036,-4.706206141293031,5.741707866170874,-4.466,-634.051639367051,135.1610401702472,4.716766184865327,1065.2902241002648,8.515888871180426,-0.2486289375467153,-249.45599,-93.0
238,Gryffindor,Rolf,Naranjo,2000-02-28,Left,43498.0,881.3864959002777,-4.118382075576998,-6.7164817136112775,5.412000000000001,-710.8029369541061,797.7213315912542,-6.0459610655156935,926.814277556906,1.7825912291874608,-1.3594523906472005,-254.41485,245.95
239,Gryffindor,Marion,Cochrane,1999-06-06,Right,56145.0,671.1577418419477,-8.478921670717476,,2.524,-690.9288463435719,641.390992755427,-5.242965022490002,906.9320504965,,-0.7886098040048669,-257.92025,175.63
240,Hufflepuff,Gene,Legg,1997-06-08,Right,63239.0,811.4272526865112,1.639450970328764,-5.546211414037443,6.815,-670.3219090784363,261.7030375598782,4.1197406747993455,1073.2846515673998,5.955246048329103,-1.7649462171630776,-246.35342000000003,-46.23
241,Gryffindor,Burl,Hildebrand,1999-10-18,Left,37917.0,803.5502859966282,-2.5571931780956967,-5.4144464070928215,7.152,-288.92910576687814,991.391962499364,-4.756293789971756,983.8013621475716,6.325271647037343,-0.1520689694149413,-247.31316,209.84
242,Hufflepuff,Milo,House,2001-03-22,Right,72859.0,562.887313974493,4.630334015716064,-1.3886634593828855,4.473,-478.7364196496672,110.43938334841178,2.8793863715689976,1060.844238230742,-0.1030000868190814,0.728244254906072,-244.37574,-61.72
243,Hufflepuff,Gregg,Lay,2001-01-09,Left,29600.0,803.3100249591403,6.299999391010473,-5.410427347660493,6.0820000000000025,-581.6271233491634,360.7281492813963,2.2276691374615623,1045.103348196454,5.411169193405494,0.7983713086893884,-242.50967000000003,83.34
244,Gryffindor,Mimi,Staggs,1997-05-17,Right,46447.0,651.059219927725,-4.049190772921213,-2.8635931191934434,7.334,-427.0868797512077,768.6934684941557,-5.779638393056332,963.1113713981164,0.3560216841561088,-0.2676558826547052,-248.59687,169.16
245,Gryffindor,Brian,Murillo,2000-05-25,Right,52599.0,886.2355986107046,-4.69353179038772,-6.7975969547275366,5.0760000000000005,-298.0493409319925,824.7149752296846,-5.2637493415122085,931.949870156872,1.5467141136962768,0.0530594224756474,-254.12502,204.36
246,Ravenclaw,Cori,Baylor,2000-11-27,Left,22427.0,154.41460890554131,5.30068612880605,5.4442217030270985,3.58,152.4707994172014,709.7352207654537,7.150509305552727,1045.029880151129,10.183908294649614,0.0827429718973028,-230.4894,22.1
247,Ravenclaw,Marcella,Edmond,1997-08-10,Right,48405.0,246.38222387597907,4.128120580248943,3.9057978525334383,4.675,274.0002167808532,686.6722405439868,4.762237170053499,1039.1033212013913,5.948648491595128,0.0006098853380942,-233.8594,-1.67
248,Hufflepuff,Douglas,March,2001-10-13,Right,59880.0,825.7429849048195,,-5.785683361733439,3.856,-580.8024205786147,16.280346381810617,,1067.2127332400717,4.034518709356724,-0.1459830215973379,-246.97036,-64.35
249,Hufflepuff,Deangelo,Fleck,1997-04-30,Right,28643.0,938.7388968503335,3.9579577863052537,-7.67586618316616,4.93,-383.5068528409506,216.8408600685931,2.445030158747501,1044.3372788305585,4.861731143902452,0.0017767770659683,-246.829,49.13
251,Slytherin,Agatha,Irish,1999-01-13,Left,42315.0,174.08215004918958,-6.676730914360593,5.115225301569045,-5.875,-387.7021081838295,207.1721416246675,4.124559546105174,1070.4232462132247,10.768984186153666,-2.661687805746046,-250.9639,-82.46
253,Gryffindor,Billy,Strom,1999-09-27,Left,43193.0,712.5944457225694,7.744288100349316,-3.8929474091653113,1.409,-582.6964947532814,466.0622747579162,4.889419168878336,1036.426104537549,8.988745971034161,0.2088692834169324,-243.47096,87.48
254,Ravenclaw,Claudette,Plummer,1999-04-22,Left,44817.0,122.87743415518281,6.871275583829093,,4.166,540.3556826667801,801.2674948122086,4.426972874405911,1056.123904884444,6.6927651165185935,0.7393938183845199,-229.28479,12.19
255,Ravenclaw,Juli,Kong,1997-01-13,Left,50650.0,199.16749977318764,4.476472689508796,4.695600411592522,4.884,455.1671186836981,659.3915976745229,4.359340357076275,1047.6652905552005,4.610304750533012,0.9726539070756196,-232.64956,-22.56
256,Hufflepuff,Kasey,Rivers,1998-11-05,Right,60132.0,750.2805635140575,6.708942028900446,-4.523356520694138,5.886,-496.6926933714193,206.74360096275635,7.731676127624143,1045.785089718183,4.524785837648615,-0.0694408654488312,-242.00329,-43.55
257,Ravenclaw,Myron,Parr,1998-07-04,Right,25980.0,80.66423382397981,5.344403906272229,6.677909627246926,3.505,728.8438108150757,735.1228876100514,5.734314015665428,1075.4350031624986,9.01454764217232,-0.293093488062115,-228.1678,-19.0
258,Hufflepuff,Osvaldo,Ritchie,1999-01-20,Left,31010.0,785.9293649912461,5.093151852326011,-5.1196856355858245,5.495,-145.72101757468556,281.88932730254874,3.903657563099272,1018.4981509400033,2.9423819919888534,-1.0090654717658876,-242.7593,41.07
259,Ravenclaw,Rudolf,Haines,1997-07-03,Right,71744.0,147.5173124245404,7.620463446928557,5.559598897637491,5.506,538.907304642043,934.1686126067598,6.30939912676949,1051.3060702257774,7.151734266448037,0.3947871501263329,-228.41807000000003,-16.8
260,Slytherin,Ernestine,Schaffer,1997-12-04,Right,41436.0,78.88070006217082,-4.166430726428464,6.707744378079702,-4.277,-615.5471483668448,114.32513216261664,,1060.3498652028918,8.29246695888529,-0.4786413588918218,-247.5958,-87.98
261,Ravenclaw,Ruthann,Nettles,1997-04-14,Left,67091.0,210.6021568879479,4.892844198876786,4.504322762028392,5.955,892.7784023836801,821.6117975313564,1.7889096532737507,1045.6445896453702,2.009324750334705,-0.4983266443061313,-231.74333,-14.35
262,Ravenclaw,Belva,Bowles,2000-04-26,Right,39812.0,256.4321170345095,3.810346832320072,3.73768437764376,5.35,208.83214209031257,633.2901723025766,4.1449297723214285,1040.8470186064185,5.384413578604184,-1.0940883514760205,-233.78755,4.59
263,Hufflepuff,Gloria,Shively,2001-07-20,Left,63834.0,702.6535365485269,3.0463594919763874,-3.726657006028791,6.114,-388.8118890819815,250.8482677384441,7.065544786898023,1047.345221320666,4.801575374285468,-0.7979581516787366,-243.3559,-70.2
264,Hufflepuff,Jacquelin,Lo,2000-03-17,Left,45308.0,885.6921445783753,7.109013667344476,-6.788506117205533,2.189,-620.6243210073256,195.62662908898093,5.38147792242528,1052.4618241247574,7.0563628757355366,0.0459702392518127,-246.73281,30.52
265,Ravenclaw,Emmanuel,Ponder,1999-10-27,Right,40620.0,187.6709943832143,3.3082923323524835,4.887912652101847,3.548,600.8157536801909,767.0545649066391,4.610465989634673,1057.56976029186,8.141893359736773,-1.9345615002706271,-232.54501,-9.47
268,Ravenclaw,Elliott,Bustamante,1997-10-23,Left,58782.0,262.80539915904336,6.130583882769518,3.6310728358585407,5.624,,812.6564994358126,5.438643598311696,1043.158839759209,6.492364692879393,-0.20029559385585,-231.45686,-0.71
269,Ravenclaw,Janis,Myles,1997-09-03,Right,62720.0,151.37618439506514,4.726728136546999,5.495048124222689,4.053999999999999,323.19765415192063,615.558876517925,4.500212090135856,1030.0618293323028,2.6968745301743144,0.5251346675465671,-233.94682000000003,-27.23
270,Hufflepuff,Elliott,Mccutcheon,1998-11-10,Right,83660.0,629.1896789365126,5.2939920788350925,-2.4977619135995512,3.951,-887.3827375122003,240.89992581597537,3.8030581259199714,1084.2494733911942,4.896099165175336,1.624771569204397,-245.51183,-46.7
271,Slytherin,Elena,Rangel,1999-03-22,Right,53451.0,117.651677592845,-3.0098465795902136,6.059187855663461,-5.093,-567.0225573209526,151.06696329317418,2.95066292033088,1057.3743623284015,6.417391526502103,0.4213190842520208,-249.29609,-61.34
272,Ravenclaw,Millie,Freund,2000-04-13,Left,39432.0,249.25928790576975,4.088517256235616,3.8576706511892462,5.329,603.6915963851902,753.0167041001035,8.075215935055574,1069.9889550560308,10.436487762418224,0.6960270878582722,-230.09462,-51.59
273,Gryffindor,Olga,Chesser,1999-04-04,Right,41858.0,730.1688587905039,-4.499531427566456,-4.186930201160397,5.49,-732.439167548757,815.1843052468165,-6.4513501021171855,942.61606285343,2.08612293852549,0.5898141735598967,-252.23814,231.02
274,Ravenclaw,Donny,Ulmer,1999-05-24,Left,57172.0,157.22701140566872,4.936941355415955,5.397176152430025,5.079,792.8423581206616,934.4221061914429,3.6470524661214494,1056.8182821759096,6.777364097460687,-0.896181438148205,-229.93955,-2.26
275,Hufflepuff,Jeff,Maestas,1999-01-18,Right,49756.0,791.0831309296453,4.1574950059743445,-5.2058972486851065,6.9570000000000025,-204.2350893708048,311.8967348126524,5.140559037974253,1026.1921240232057,3.177597476493005,-0.1167949954826215,-242.7507,-6.67
277,Gryffindor,Katina,Tolley,1997-04-22,Left,59185.0,897.463302596493,-4.753876731451745,-6.985412715781815,4.354,-688.7025227789923,861.7115830797951,-5.309851014160287,926.371756317655,2.929627268730492,-0.6531191643058659,-256.11774,229.47
278,Gryffindor,Rocio,Pettigrew,2000-10-28,Left,56207.0,856.7448671207952,-5.052185087559461,-6.304279337355761,4.465,-633.6710865103564,746.1651625953102,-4.628830267591593,945.5541035682736,2.701952849908161,-1.331386993693929,-255.345,185.94
279,Hufflepuff,Sandy,Khan,2001-08-02,Left,,854.1704833782615,1.6454137689252748,-6.261215337586819,7.233,-704.306596730622,254.67332558851396,5.611332367697291,1074.6281482262132,7.465978423054635,-1.7198213302575236,-245.89146,-52.96
280,Hufflepuff,Valentina,Poling,1999-01-22,Right,,768.9260912549516,2.7583227664600183,-4.83525679766504,5.558,-679.8508698847095,406.34270167472704,2.904467556302169,1061.7458400145017,8.044931845726737,-1.189697941542732,-244.82311,36.97
281,Hufflepuff,Ernest,Begley,2001-03-21,Left,39564.0,857.4619357203948,6.299508149579375,-6.31627437970212,2.117,-524.8133765113886,35.5321116652908,3.2061013777163447,1056.9421555439772,3.606671281651072,0.7410446273571157,-247.81185,17.72
282,Hufflepuff,Aletha,Mattingly,1998-04-26,Right,33898.0,816.6637470341911,3.9952358494540654,-5.633806898600522,2.171,-338.03853285601434,191.40762600907274,7.697747200605246,1038.2246388054973,8.122198565206133,0.5630147671300672,-245.83467,-8.09
285,Ravenclaw,Malissa,Blackburn,2000-10-01,Left,38668.0,186.5220479827915,0.8708641179655903,4.90713209740243,4.314,436.6111327473794,825.9259596148712,6.15962851278664,1058.3121788273734,11.023829760149134,-0.6237654516846405,-232.8665,-24.42
286,Ravenclaw,Mohammad,Hammett,1997-09-04,Left,38551.0,242.3877840524792,6.682813936654866,3.972616389643585,,358.66667295250505,587.8824234384905,5.405393269000046,1043.1683337323202,4.33325142078707,1.0228513004840676,-230.83072,-6.77
287,Slytherin,Emerson,Sprouse,1997-08-21,Left,24875.0,140.35430474150627,-4.76825177169129,5.679420879151214,-3.716,-414.940987208272,322.4488568848544,6.2793171469095,1039.2220395049007,,0.3616152158498572,-245.94713,-38.44
289,Ravenclaw,Sydney,Grooms,1999-08-07,Right,25815.0,229.27571726434755,4.80335890825867,4.191953558304658,3.796,253.8269200813961,683.2528086477603,8.948172188609783,1063.6532365661003,12.118124194713252,-0.7655098730721462,-230.78594,-20.97
290,Gryffindor,Thanh,Dyson,2000-12-07,Left,37498.0,907.6411260420705,-4.197732788199821,-7.155666194028728,5.848,-296.612036037406,756.1814980274934,-5.737691300233122,933.5843329069692,0.8821791198165999,0.7258758818965982,-253.13532,218.04
291,Gryffindor,Marisa,Benavides,1998-04-28,Right,58249.0,917.4927654321912,-2.9991614028584586,-7.320463302327081,5.831,-393.4313598279451,832.9541738061163,-5.369639720819877,961.2404947225529,2.6176455829081164,0.9363059999664068,-252.96732000000003,194.19
292,Ravenclaw,Demetrius,Mcnair,1997-01-23,Right,44841.0,204.21204197922714,3.3874713211623253,4.611215880721653,5.789,532.1138024712977,865.0146290878406,3.2650631412044064,1056.4891339733797,7.380985928147807,-0.549573092630023,-231.39707,9.77
293,Hufflepuff,Marcellus,Kirk,1999-10-13,Left,,862.5049459618555,4.0801645198450345,-6.400633284042966,3.4730000000000003,-685.3533414378097,357.130963572035,2.343362046062582,,8.298561022979726,0.9427246757893772,-247.31282,62.01
294,Hufflepuff,Archie,Magee,2001-08-22,Left,53884.0,893.138740299549,4.9705481154287865,-6.913071927312927,6.009,-293.10048860923087,89.06093420382368,5.080197240937305,1042.719702224602,1.7219075902327163,0.0187016467364354,-245.67251,-38.13
295,Gryffindor,Mohammed,Hawthorne,1998-04-19,Left,28754.0,684.694075166235,-6.373340858443482,-3.4262331694269754,4.4830000000000005,-745.559862402287,708.7028742780865,,956.1595057804948,4.287212928042337,0.3154283459842178,-252.49698,193.77
296,Slytherin,Sharon,Corbin,1999-07-22,Left,43447.0,212.5771161930187,-3.8666511387346856,4.471285866381463,-3.67,-617.0388182570508,311.31758350721486,4.362326763337017,1056.2499197653194,10.54444588390552,-0.4470235625413165,-248.32283,-36.64
297,Hufflepuff,Carla,Null,1997-09-26,Right,59613.0,869.8475106258634,4.428998524933961,-6.523458874404668,4.873,-706.4176826976525,230.88387586244878,1.4826931502909693,1070.3408099403782,4.4048961338091175,-1.3382339064038102,-247.97136,15.74
298,Hufflepuff,Magdalena,Gonzales,1997-11-21,Right,44498.0,842.5695936976447,5.004513227347784,-6.0671569684821804,5.109,-540.5153417348562,216.57420473885358,3.426388529363885,1054.7473489834554,4.698540969411587,-0.1494811399346574,-245.46342,17.46
299,Hufflepuff,Elisha,Mattox,2000-09-19,Left,48128.0,796.1186185878906,6.144434151197107,-5.290130316105646,4.511,-454.09017850329707,101.13411404331531,6.750660627121885,1047.3204063864564,4.1657010705641895,1.6128044988117682,-244.10968,-32.17
300,Hufflepuff,Emma,Manley,1997-11-24,Right,59239.0,776.0395372156058,4.28718569113917,-4.954249716298256,4.688,-728.7614456777382,377.27957335023046,5.661147117079215,1062.808828331579,8.7725604400718,-0.4110438651939713,-244.88116,-1.33
301,Hufflepuff,Roberto,Sell,1999-11-04,Left,57192.0,826.3366465227601,5.433945473042182,-5.795614066062957,4.17,-595.6756306915737,56.377165510933956,5.089843495699494,1066.6394802793584,3.866585483885548,-0.6106044540438931,-246.54779,-42.33
302,Hufflepuff,Luigi,Pruitt,2000-11-07,Left,35524.0,973.9739461397636,3.8285145140115153,-8.265274098306763,7.4129999999999985,-757.7563594070073,359.4433727446759,6.329829256721707,1063.6272496293263,,-0.6802369098331623,-244.35225,21.21
303,Hufflepuff,Royce,Linares,1997-07-31,Right,58131.0,597.2532488925846,6.926228976202467,-1.9635329277223583,5.782,-732.8023692317665,234.9235270672183,6.994940868282249,1060.9561123797048,5.314165979640354,-0.8606609300491433,-240.14416,-36.98
304,Ravenclaw,Chrystal,Purdy,2000-01-28,Left,48306.0,73.95249348037153,4.300652442129665,6.7901828598,3.792,681.4846395451564,691.634003339003,4.138450250579154,1064.6809210625502,,-0.0662918405897867,-230.82475,-40.15
305,Slytherin,Chauncey,Otto,1998-10-13,Left,38288.0,232.46117446358207,-6.438093032371088,4.138667590938815,-6.191,-561.7138228442593,237.0836628548213,4.924864348425871,1076.495832737807,13.378077536063769,0.20363390196885,-251.52742,-67.58
306,Hufflepuff,Shirley,Keyes,1997-03-23,Left,57198.0,763.6660942666957,1.1476181343485616,-4.747268163591416,5.653,-828.1165978678945,456.7178422405303,1.4286730106816767,1079.5390683502876,8.632439702251096,1.478030197188729,-246.81785,23.8
307,Ravenclaw,Lacy,Layne,1997-04-30,Right,12871.0,271.888454956782,6.249342664564532,3.479132506873193,4.717,671.8162808917532,673.0095578816095,4.607789471368688,1073.3118726539076,8.420180805065408,-1.127018215097155,-229.44915,18.61
308,Hufflepuff,Shelby,Mcnamara,1997-12-14,Left,82041.0,728.8880577981416,4.803952282581054,-4.165505107174652,5.114,-715.3250283974705,293.4477718652138,2.2175606522622644,1071.353488335483,3.4234840905997954,1.2915060917392938,-246.30753,-21.16
310,Hufflepuff,Reuben,Rossi,2001-03-17,Left,44345.0,725.237591304617,7.155386743486138,-4.104440516983079,5.4570000000000025,-533.751768609826,168.06083675482773,6.741806357296151,1047.776897203058,4.49551323282761,-2.3528830749842613,-241.41739,-15.23
311,Hufflepuff,Marcos,Mcgee,2000-03-31,Right,39443.0,777.2480205652361,4.554376783049088,-4.974465088944301,5.903,-612.801785041343,275.0798684073653,3.0212972182150657,1056.995556560012,5.2927503887355725,0.6784703368465514,-243.92371,28.47
312,Hufflepuff,Lavern,Sides,2000-11-14,Left,52473.0,727.6145021197995,6.685949917228619,-4.144201211981513,4.27,-379.4418138040809,66.41144181530717,2.8728999202447207,1044.7891437340563,-0.1840658184244552,0.6981411719913382,-244.66036,-8.22
313,Gryffindor,Adela,Urbina,1997-08-08,Right,51132.0,576.6746523617006,-5.867612556299433,-1.6192964948978856,4.133,-624.5620550922648,890.6342314548249,-5.355302315135553,967.341257641426,4.74034905182638,0.0555283112207706,-251.09125,183.88
314,Ravenclaw,Oren,Scanlon,2000-11-27,Right,29023.0,178.32112941698188,6.321517673513961,5.044316134649163,4.966,607.2066488466484,708.6373612682108,3.4308578237363263,1070.4221153819126,6.374062037532202,0.3729376213343879,-229.27228,11.58
315,Hufflepuff,Otha,Vo,1997-07-26,Left,62592.0,733.4542661998854,6.321198852027671,-4.241888124325041,5.082,-656.4915522388964,245.22699375125677,1.84250026896614,,2.6677265382291995,-0.6166271961129308,-244.74546,14.36
316,Ravenclaw,Marci,Witcher,1997-10-25,Left,52809.0,18.482949406249265,2.9613194180982583,7.718071112714566,3.3160000000000003,670.2634549394968,722.6058683054431,3.663153964095801,1062.408805050762,5.341139831621545,,-231.58457,-45.14
317,Slytherin,Chelsea,Watkins,1998-02-16,Right,53002.0,119.21718495029678,-3.5786748321567408,6.033000225837448,-4.869,-586.6606360126394,100.3360311355834,3.928952898013202,1059.5295918312345,6.632062888760713,-0.1559443241351837,-249.38126,-84.15
318,Hufflepuff,Bill,Purnell,1998-06-26,Left,48422.0,774.9044912792835,7.577107575338628,-4.935262796387312,4.383,,143.12814305253386,3.8162835692518735,1050.2552591303324,,-0.4123478378364056,-244.04762,14.62
319,Slytherin,Arthur,Lindstrom,1997-03-13,Left,30469.0,175.59492764338202,-2.752919230835335,5.0899197292526805,-5.426,-527.3385979750202,273.70831747634,2.8267340231932447,1062.6906154452067,10.292199552005547,,-248.15824,-6.02
321,Ravenclaw,Gloria,Beltran,1998-08-11,Left,43863.0,57.36432005798583,2.2818576842988185,7.067667946668093,3.5860000000000003,484.4464058993306,753.1912065796303,3.925378704832069,1029.3998049969537,5.390116625070165,0.5297396051660122,-232.59965,-1.63
322,Ravenclaw,Lissette,Haywood,1997-10-04,Left,56024.0,193.82725861262534,3.71600548665474,4.784931361095103,4.9430000000000005,513.2860725695822,731.027963715135,4.762362593650853,1041.4958837654267,5.1829950963365246,1.4728714747394562,-232.77461,-26.27
323,Slytherin,Ken,Rutter,2001-04-22,Right,67322.0,225.5221170064486,-5.244584980219243,4.254743358429703,-4.6960000000000015,-513.2741498654725,226.3542370262326,6.233363111885094,1032.2020567953175,8.24937898599703,0.4153900040059137,-251.41826,-94.1
324,Ravenclaw,Grant,Yocum,1999-04-08,Right,37915.0,109.10077128348502,3.5357487114105424,6.202226448258088,4.87,510.1520848835812,739.059739350747,5.169765245319393,1071.0357835809698,8.201253797602536,0.8210164432746805,-230.06181,-31.45
325,Ravenclaw,Jae,Barrows,2000-02-16,Left,48177.0,54.94544158808074,5.509801023777841,7.108130671843076,2.257,128.90899121876578,689.9684851376044,4.779289301125763,,5.277694670419269,0.1819058065375585,-232.84217,23.64
326,Ravenclaw,Kathrine,Shelley,1998-07-24,Left,52174.0,321.61720256154535,-3.332985506448579,2.6472756473151966,-5.715,-231.80638299005105,493.7639987952698,0.0541080089475718,1044.4677581717915,9.239761928756778,-0.6594217562779202,-251.48998,35.14
327,Hufflepuff,Rhoda,Marshall,1997-11-17,Left,54413.0,807.0452398615231,3.4401782720587506,-5.472909599640085,5.849,-836.8766053776303,346.9502387974127,,1077.9735349686189,6.387536316787884,-1.4923196769127878,-246.42618,32.12
328,Slytherin,Simon,Mckenna,2001-03-11,Left,50357.0,137.15204923724298,0.2193000083303991,5.732987846661644,-2.855,-587.1981015894686,298.30066949613655,3.4831476338338576,1020.6648324229892,5.074415895102441,-1.4004697981484389,-245.44524,0.43
329,Gryffindor,Hunter,Augustine,1998-02-01,Left,31413.0,853.3268415524865,-7.0525462195811714,-6.247102992643836,4.005,-399.63564667659546,705.7588717088148,-2.6847554559759224,944.8740204151688,5.138250730554415,-0.0598820303013191,-254.45009,170.96
330,Ravenclaw,Tyrell,Kell,2001-10-07,Left,58160.0,163.83880395549284,5.494008889088947,5.286574835255111,5.438,831.8042747675238,831.7919888539533,5.277265765980079,1060.3679239607604,6.1641626905347415,0.9715712983523724,-229.2404,-38.86
331,Gryffindor,Alfred,Barnette,2001-04-03,Left,51198.0,730.9534062223747,2.415952250744394,-4.200054021772915,5.443,-517.3009807487972,570.8918125369837,8.717468280518446,1041.093625300971,12.211899264487286,1.5784192114125783,-242.21231,-3.43
332,Gryffindor,Myron,Corbett,1999-10-07,Right,46462.0,977.5047095260435,-3.967113946222148,-8.324336308473338,3.267,-874.4214281954863,828.6476453510759,-6.901375057379656,926.9873286175248,,-0.0866377125453482,-258.02545,282.43
333,Ravenclaw,Abram,Bartley,1997-01-20,Right,79712.0,94.13399312421859,5.620571201698666,6.452589018741888,4.575,481.69785189235887,806.668923198299,3.9793477190988793,1038.3448991759649,3.1922269225368365,-0.8682649775088969,-231.88405,-27.46
334,Ravenclaw,Laureen,Barnhart,2001-05-26,Left,71058.0,209.23304065520438,6.319591426713357,4.527225183356026,6.812,939.3171351241868,1000.0,3.157832170260986,1060.4566653614374,5.264801700095092,0.0120049169801689,-228.68376,-10.22
335,Hufflepuff,Myrna,Neville,1996-12-10,Right,69047.0,723.3179564052421,6.856667171797546,-4.0723290817307065,4.039,-554.1424955945844,229.04818481284062,6.623929994495263,1050.487160129822,4.710409933392453,0.4611378494032559,-243.81552,-33.44
336,Ravenclaw,Arthur,Hancock,2000-03-15,Left,40398.0,165.06992365621113,8.317970967312155,5.265980804290988,4.628,701.1280350566794,745.1336558462731,3.4684988739248697,1051.7663507589723,4.336524352882806,-0.6927066821869505,-228.67479,23.67
337,Hufflepuff,Dario,Mcrae,1999-08-08,Right,52494.0,846.1445465643284,3.2111621013400704,-6.1269583752737375,6.211,-633.2359192050842,164.24902350766288,6.036170891563487,1067.160621523399,6.213967390689637,1.025369060530172,-245.55347000000003,-48.66
338,Gryffindor,Virginia,Snead,1999-12-20,Right,43656.0,614.1854136932286,-6.003967435290438,-2.24677226341866,4.545,,682.2028715803414,-5.198425582694627,961.1771570496036,,-0.5923208722481821,-252.85782000000003,179.0
339,Hufflepuff,Gwendolyn,Hannon,1999-07-26,Left,61812.0,677.6812779786684,4.206357823942357,-3.3089238920743425,5.8020000000000005,-620.3518173303908,317.12615453292824,3.1281639760684103,1061.6268375587654,4.388385342600198,-1.2935305634139225,-243.79427,-8.11
340,Hufflepuff,Fabian,Mccullough,2000-08-15,Right,55728.0,711.1273160915397,3.2366810757381206,-3.8684054308083926,5.0310000000000015,-524.2132295681163,343.0850205505848,3.9512735553315386,1053.7129027437934,5.83937254316717,0.9645286389210692,-244.59897,-3.25
341,Slytherin,Destiny,Hiller,2001-10-18,Right,42388.0,113.57970693606556,-4.7245905679764055,6.127303319774533,-4.541,-453.3232820174816,191.34504554027836,5.026978072210552,1050.2231035636114,8.584841575465083,-1.5766389213662146,-248.1627,-75.28
342,Ravenclaw,Jenny,Hawes,1999-05-21,Left,81777.0,266.85036587639706,7.274883009491972,3.563409090588748,7.207999999999997,699.3659788129758,742.2649416014523,2.2863959509879304,1050.1756369377763,0.1159838655239311,-0.7232161838083576,-231.5117,-31.79
343,Gryffindor,Lucille,Castleberry,1999-05-13,Right,76972.0,742.7985315586652,-3.762297552071098,-4.398197937272887,5.0760000000000005,-389.45982991664926,992.7068175443771,-6.324110283262246,945.1758269646074,1.6634545715289164,0.6548397974923965,-252.48405,200.9
344,Hufflepuff,Faustino,Fairbanks,2000-03-04,Right,76722.0,622.6381778092951,4.917628494286057,-2.3881691445156994,5.332999999999998,,353.2688590963301,1.7708407659768357,,3.6670126799241833,0.2618669363826757,-244.24325,-6.09
345,Hufflepuff,Isaiah,Moya,1999-12-10,Left,52248.0,676.9845476184073,6.362245611275822,-3.2972690654929058,5.351,-954.646134715488,297.34255991334373,3.706613570163997,1076.792116948406,6.742480285905835,-0.0372570357802022,-242.70419,18.91
346,Hufflepuff,Sandy,Bayer,1998-07-21,Right,53137.0,734.2402395143346,5.830353449756696,-4.255035796939893,5.852,-520.3527733446224,191.681204760206,6.248212451080656,1049.6552550383294,4.176902831748944,-1.216526059228167,-242.53747,-30.29
347,Ravenclaw,George,Duggan,2001-11-01,Right,77901.0,148.6300495385551,3.48781975699584,5.540985157180266,5.391,522.3674141368309,907.7278319687323,5.26705129747953,1028.4999740845724,5.4409056964729405,1.081470479973271,-232.33609,-30.01
348,Ravenclaw,Jamie,Martens,1996-11-13,Left,40129.0,228.42917443999505,3.916023975954616,4.20611443082339,5.5829999999999975,416.7391026794705,758.8268887274012,4.91575313566233,1056.6393067524748,7.775410422001697,0.8944842545104789,-231.5156,-5.95
349,Slytherin,Errol,Salley,1997-10-01,Right,37609.0,85.82319925588283,-5.686633659058215,6.591611037609008,-6.282,-418.16845051744,138.34401117219048,4.212888123251757,1068.3401235465876,9.54836621699074,-1.85289684559144,-249.60082000000003,-83.83
